id	sentence1	sentence2	is_duplicate
56901 7626e582-f5c9-4540-9066-f6efeb1f5460	I have just 2 months my board exams are here how can I concentrate o my studies?	Can I enroll one more ug degree course like BA. if I'm already enrolled in 2015 for b.com is it possible?	0.0
271239 e22c5275-248a-4ecd-ba6f-cdb449c816bf	How do I derive MR MC approach from TR TC approach of producer equilibrium?	Is demand for money a derived demand?	0.0
111621 6acce747-8b6b-4453-95a6-38c7c5acb9c8	I take care of those I love, then get rejected. Why does this happen to me?	Why does this happen?	0.0
380822 63a3fd9f-858b-4a5e-8180-3c175377d8a5	Where can I read Death Note online?	Is there any other series like Lost on Netflix?	0.0
302439 b65529a3-2d51-49f0-a6f6-682ac43c729a	Which Books should I prefer for IIT-JAM Physics preparation?	What are the best books to prepare for the IIT JAM physics exam?	1.0
29502 52b41f9c-05ba-4a01-92a2-fccf19d2795d	How do I make butter chicken?	How do I cook butter chicken?	1.0
26827 256822cc-26ad-4b34-b9ee-e42099580c56	Which software can download a YouTube playlist?	How can I download youtube playlists?	1.0
24964 c2359a80-a8e1-4a4a-82b4-5b0693fdec0d	Why is Saltwater Taffy candy imported in Portugal?	Why is salt water taffy candy either imported or unknown outside the USA?	0.0
27333 ab93c0e9-e278-4813-8b85-49db95b90a09	How do I get my iPhone out of recovery mode?	What do I do if my iPhone is stuck in recovery mode?	1.0
230757 ed3e0e7c-2ddd-455b-bd2c-7c58b54af463	What are the best book for electronic commerce?	What are the best books in electronics?	0.0
120770 a94792ea-2dc2-4cb0-aaaf-ac2d34d9e713	Can a scientific law become a scientific theory?	Can a scientific theory become a scientific law? When does a theory become a law?	1.0
84920 0f3a9068-2a08-4c7d-9195-103ec8366a6e	What are the signs that we are cured from dengue?	What an individual must study to start Chocolate business?	0.0
8257 5a460a08-88cb-44f4-95f0-2f258dbfaffd	Tax Evasion: How do you hide cash income from the IRS and deposit it without putting up red flags so to speak?	Tax Evasion: Will the IRS be able to catch me if I do not report my income as a landlord?	0.0
229229 7a799c00-6538-4533-af8a-1b9783baa963	How dangerous is Brazilian Keratin Treatment?	What should I do in keratin hair treatment?	0.0
191424 59e75dd1-5754-4cca-9173-25056b4a9c24	How do you create a standalone UITabBar (not a controller) in Swift?	How should I begin to develop a proficiency in creating and controlling electromechanical systems?	0.0
71421 317fb0e3-51e2-4f34-ad7c-ef440a34dfd3	What will be best it itinerary for 5 day Goa, with stay in morjim, In January?	Which university is better for B.Tech CSE LPU or SRM University Ramapuram?	0.0
269779 685d1868-845b-4435-8d85-266ca8451c45	Best schools for class 11 in india?	What are the best schools in India for class 11?	1.0
287480 2305b859-7b00-44c6-866d-64d31665a950	What is the salary of iit professors?	How much salary do professors at IIT get?	1.0
247615 5167ae21-f69a-428d-93c9-50a0b2205992	Do you how do you get meth out of your system?	What is the quickest way to get meth out your system?	1.0
67413 1769ac37-d5c0-431e-9e28-0182ac873f4e	Is a graduate degree in healthcare administration worth it? Why?	What are the main differences between a bachelor's and a graduate degree in healthcare administration in terms of career prospects?	0.0
322744 19386d23-30ac-4ade-ae9e-6b2849030886	What are the best restaurants to try when visiting Yanbu` Al Bahr, Al Madinah, Saudi Arabia? What should you try while you're there?	What are the best restaurants to try when visiting Al Madinah, Al Madinah, Saudi Arabia? What should you try while you're there?	0.0
51872 3f588900-a6e7-40d2-aaeb-1d4065e30935	What is Cyclone Vardah? Please elaborate it?	What is Cyclone Vardah?	1.0
101597 f778a3bc-b3e1-4ba8-8d81-64b305e82d3f	How do I find my old Gmail account back?	How can you find all of your Gmail accounts?	1.0
137239 8e330c74-8315-4c84-9bc2-2a41344db07e	Cash: How much USD can I legally carry on my person in the United States at any given time?	Is it legal to bring Metamizole to the United States for personal use?	0.0
114049 a9df8c07-5760-4eec-807e-f9974336e811	"Assuming Hillary Clinton wins the presidency, has she campaigned in such a way as to claim a clear ""mandate"" other than not being Donald Trump?"	Could the Queen mandate a re-vote on Brexit and set a supermajority requirement?	0.0
228254 a8e04833-9c01-4849-89fe-345ab8cca58d	What are the major flaws with Donald Trump's and Hillary Clinton's foreign policy agendas?	What are the major flaws of Hillary Clinton's and Donald Trump's foreign policy agendas?	1.0
196754 c82ead2a-9b0f-4e35-a36d-e978f8e67a58	Does not wearing glasses but wearing them sometimes harm your vision?	Doesn't not wearing glasses harm my vision?	0.0
314304 34515e3c-2068-473e-b026-c084239f88e3	What is the biggest black hole we know?	What was the size of the biggest black hole?	1.0
90338 79ce9459-9387-4d68-9c1a-22fb49c209d6	I hate my dad?	How is it to be the only child of the family?	0.0
303640 9cc0c4f7-f947-4644-bd13-d5e6b1738bc5	Please provide emails of remainder book dealers in US and UK?	"Why do we use ""the"" before Punjab only?"	0.0
43898 356bee13-52d3-48b7-80dc-22450ab7761a	How do I control random erections?	How do I deal with random erections?	1.0
165143 58e8a4c4-8d32-4a38-9ef3-0d587769da93	Are marble countertops as difficult to care for as their reputation suggests?	Can I get a seamless countertop?	0.0
226253 0a504fcb-54a3-4065-84ba-65b59215a22e	As a car mechanic, what is the craziest discovery you have found on an automobile?	I am in mechanical engineering and I want to learn more about automobiles and race cars. Where do I start?	0.0
8594 74f9f1a8-2e4b-4ef2-b9a6-2bd29e0e912b	Which are the best open educational video lectures available for Biotechnology?	Which are the best open educational video lectures available for Nanotechnology?	0.0
139117 89cd5e2c-c822-41a6-8a21-7f0b0e69b6fa	WhatsApp: I am not getting blue tick marks for only one contact in my WhatsApp. What's the reason?	I've sent a message to my friend through WhatsApp a day ago and recently I saw her online but I still didn't get the blue ticks. What could be the reason?	0.0
402726 a193d953-c9ae-4efd-970e-dce0ffb4c517	What are some bad movies that you think should have never been made?	Which movie that you have watched is so bad that you felt that it should have been never made?	1.0
16264 7a2ff67e-cede-459c-a4a5-1ec06949d9ae	What exactly does annihilation of matter mean?	"If anti-matter is the exact opposite of matter, how do we know that we aren't living in an anti-matter universe? Could there be a ""regular"" universe?"	0.0
4854 2cc78fc9-31a8-46dc-ad46-5b661e90d250	Which or what are the best laptops under 35 to 40000 in India?	Which is the best laptop to buy under 40000 INR?	1.0
210343 8c0f4248-ad62-4030-bc84-9445801da472	What is the difference between C and Embedded C?	What are the differences between C and Embedded C?	1.0
104934 23b7061b-de24-4690-9f61-44604aac42ef	Which is the best service carrier air conditioner service center in hyderabad?	Where is the best Carrier air conditioner service center in Hyderabad?	1.0
256778 2b4d6b8d-b8f0-4595-b78b-041b0751d813	What is Java programming? How To Learn Java Programming Language ?	How can I learn Java programming abroad for free?	1.0
333016 ff0fb55e-227d-45ef-82ef-95281ef934b4	How can I approach this situation to understand if the girl I like feels the same way for me?	I am in love with a girl I met about 8 years back. she liked me but my indecision in proposing to her then got me rejected. I have been trying to persuade her to marry me and written many emails but she does not reply. should I take it as a face value that she is not interested?	0.0
170653 e9eb59d4-cc7a-4676-97f6-bdedc8e5d7bc	Why isn't 0^0=1?	Why does 0^0=1 and 0^1=0?	0.0
60176 b01c4043-f7bd-495e-8d6f-9243f74f224c	Why was Cyrus Mistry removed as the chairman of Tata Sons?	What made Tata group chairman Cyrus Mistry to quit?	1.0
274156 de7382e6-5f01-4058-ac9d-9b597127bb8d	How does a generator work?	Can a four-phase generator be generated?	0.0
94770 b906134d-fff3-4a0d-a1e9-1e5d5ba17370	Who will win the 2017 Champions League?	Which team is most likely to lift the 2016-2017 Champions League?	1.0
314364 5b169bbd-8972-45e5-ad20-ebfbc384b914	Indian media: Which news channel is the closest to unbiased journalism and truth?	Is there any single Indian news channel that is unbiased?	1.0
318622 c0dd9472-6266-48b9-b118-6f2fab9f6f1a	How do I protect single phasing of a 3 phase motor?	What is single phase and 3 phase?	1.0
226923 037ffc36-db91-44c8-b009-51240ae4719c	What are some ways to cope with anxiety?	How do you help someone cope with anxiety?	1.0
184109 319b7ef7-1dab-47a6-a7ec-3edc266601c8	Why is Arnab Goswami resigned as the Editor-in Chief of Times Now and ET Now?	Why did Arnab Goswami resign from Times Now?	1.0
9089 d6d353db-e6c7-4900-a50e-346734315b52	Did astronomers really visit moon?	What are some of the best evidence that we really did land on the moon?	1.0
368502 f22f2366-69e4-4aff-aa22-1d06ec00fa22	What is your saddest moment?	What are some of the saddest moments that a professor can experience?	0.0
62451 5ee789fe-5e3c-4c3a-b445-9a7517e149a1	What are reviews of Big Data University?	What is your review of Big Data University?	1.0
136013 f6571d9c-6b4b-4bed-8ec6-85de4f8782e5	What is the most wrong someone has been when guessing your age?	"What do people really mean when they say someone (mostly a celebrity) has ""aged well""?"	0.0
351597 623795da-4ebb-4251-a255-f73ae96d5b62	Does change happen and why?	If you could extend your life much longer than normal by working extremely hard on technology that would help with living longer, would you?	0.0
226364 e1b43d46-293f-410c-9218-950d3003186b	What type of SIM cards are used in iPhones?	How do I use my iPhone without a SIM card?	0.0
25325 6eed6b30-ffda-4418-81f9-5a1e04fcebed	What is the meaning of life? Whats our purpose on Earth?	What purpose do you find in life?	1.0
126451 13fa56c0-971b-4a5d-9a11-9e311f293501	Does anyone use freeboard.io?	Is anyone using GetStream.io in production?	0.0
358303 5ad5d09e-d488-4521-b409-5ffb0478fff2	Why didn't SRK and Gauri hold hands in LA where he met fans and posed for pics? Has their relationship gone sour?	Why didn't Shah Rukh Khan wish his wife Gauri on her birthday on social media?	0.0
243555 a7b3da91-404c-47b6-8c1f-663b9404f41d	How can I increase selling of Amazon products?	What are the top Amazon products?	0.0
113652 bc4cf3b4-54e7-465e-8bc9-0a5dd35e7187	What is the experience of working mothers in India with kids under 5 years of age?	I am an eighteen year old Indian male with a height of 5'6 and a weight of 54 kg. Am I too short? What are some tips to increase my height?	0.0
361054 a68c9544-938f-4b9d-ac7b-9a6f9d1a6aa6	What were the major contributions of the Mughal Empire?	Why is the Mughal Empire so famous?	0.0
200912 3e518420-44b2-4bd7-9864-6a0ec1b28740	Why do Indian consultancies in the US fake resumes and market candidates for IT jobs? Why has this practice continued?	Are there any IT consultancies in the US that don't fake your resume?	0.0
285172 a106f3b8-6701-4b8b-b91c-80730bc41c82	Which is the best place to live in Himachal (or Uttarakhand)?	Do you think Uttarakhand and Himachal Pradesh are the best states for tourism?	0.0
167972 5e8742e5-0fa2-455b-82f8-68cdc77d0518	What is wrong with watching porn with other dudes?	Is watching porn wrong?	0.0
69731 47678b47-0202-46e1-8bc6-3922adac43a9	How do I stop grey hair?	How do I dye starting grey hair?	1.0
298764 8c7758a9-c93e-4d5b-a6a4-a2065f6ea1f0	What's the biggest misconception people have about you?	What are the biggest misconceptions people have about psychometrics?	0.0
244910 03946047-ecdc-4b2c-b75c-aaeaab89aa36	Why doesn't the Walt Disney Company choose to build Disney Theme Park in New York or London?	What is the best Disney theme park in the world?	0.0
159714 87c73a87-a283-4101-bd8c-9cf0337d5091	Is spotting always the sign of a pregnancy? How far along is one usually when this first happens?	Does cramping occur in the first 2 weeks of pregnancy?	0.0
316835 08e6611d-e753-49bc-b4d7-d69b2f5da409	What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of France?	What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of The Yellow Sea?	1.0
253717 7ef5c44e-c99a-44a5-ad36-863c7eaa7237	Why are Muslims often stereotyped as terrorists?	Why are Muslim terrorists being considered as anti-national? Why not Hindu terrorist?	0.0
328564 be5ae5d4-a7b0-450f-8f07-8c98416d009e	What should I do to make money online in India?	What is make money online?	1.0
343952 8eea20da-f081-4fe7-8f5d-419b5bad3ed4	Why did your parents choose to homeschool you?	Why do some parents choose to homeschool their children?	0.0
274125 b82ee9ba-4388-466c-afff-e5d6b47c2cc7	How does one, make a lateral transfer to a junior consultant (associate)?	How much can a Tableau consultant make?	0.0
4298 7127b84e-42a5-4d28-b0c4-a4985cefa7f2	How would you describe a perfect girlfriend or boyfriend?	How would you describe the perfect boyfriend?	0.0
344103 54c57105-469e-4994-9f8a-9bbc4be64899	How do I do research on a company before investing in it's shares?	How do I evaluate a share before investing in it?	1.0
219357 54d258e8-2963-4ed0-9225-ff15122b675f	What is the full form of OK?	What is the full form of OK? When was it introduced first? What is the historical background of OK?	0.0
381051 05c612e8-b062-4b83-a0cb-07936a9f6fed	Are there artists active today who embrace elements of wabi-sabi in their work?	What is wabi-sabi?	0.0
252772 fa431d2b-6d22-4a14-a96a-c8f206a972b6	How can we get job in Canada?	What is the easiest way to get the job in Canada?	1.0
171715 4fe28388-8d42-44d4-a062-4e092951307f	How are most wars started?	Why do wars happen?	1.0
26062 343c35c4-8c8e-4301-8b4a-0a4ff935cca1	What should be learnt to sustain in IT?	What things should be done or learnt in the first year of engineering except academics, something that is not related to placements?	0.0
139468 1f32011a-4e09-467b-a1d6-1fed1c14e4ce	How can I recover deleted chat from Facebook?	How do I recover deleted app data from iOS?	0.0
248622 4a578118-9355-4354-9597-10b31b491ac3	What is the typical career path for someone who becomes a professor in communications?	What is the typical career path for someone who becomes a professor in statistics?	0.0
258560 dd7ef1e7-cbf1-4ee1-ae66-db0d31ee725d	What did Nikola tesla do?	What was Nikola Tesla's IQ?	0.0
325270 b63b9311-8d6f-43f6-9985-66a8f86a4ced	What are so sociological examples of assimilation?	What are some examples of assimilation in sociology?	1.0
371283 656bb7dd-4b5f-461b-9900-be20ffa75a08	What do I do if my girlfriend tells me she's upset but doesn't want to talk to me about why she's upset?	My girlfriend says she likes me so much but doesn't love me and even doesn't want to lose me. What should I do?	0.0
202549 983fef7e-b7a8-4576-b1e0-278179f9f1ef	Is it possible to move YouTube channel ownership across Google accounts?	Can I move a Google account to a Google property?	0.0
119167 01e2f31f-3bc5-4ffb-8d0a-4b85ffbac065	What are the martial arts techniques for self-defense?	What is the best martial art to use for self-defense and other practical situations? Why?	0.0
298936 b2229eeb-db19-4e45-bf96-e40a8ed0d294	If the video and call icon at the top in messenger are not visible, am I blocked in messaging that person?	Any studies comparing the effectiveness between text messages/email, voice calls, video conference and in person meetings?	0.0
153563 89583a77-7445-411e-8436-8c0fe0baedee	Is it possible to increase our height after we cross our teenage?	Is it possible to increase height naturally after 19 for females? What exercises we should focus on?	1.0
377704 dde4c9e1-894a-4c6b-8844-c6b013bdc4c2	How would I increase my height aftr 18?	How can I increase my height after 18 years of age?	1.0
304286 704da42f-952a-4142-9bd5-c15f3a0a6857	What does it feel like for a woman when a man ejaculates inside of her?	Why can't I orgasm when he is inside of me?	0.0
326638 02d6c10b-0cc1-4075-b191-08938455db65	If I do bpt in India then what is the my starting salary?	If I want to start my own start-up company offering CFD solutions in India, what pre-requisites do I require for obtaining any license for the same? Is a masters degree necessary for starting such a start-up company?	0.0
32220 a2216c49-1e5b-4ec8-806f-cb29e70d2df9	What kind of statistical analysis should I use?	What kind of statistical analysis could I use?	0.0
300641 be688533-e9a0-487d-bff4-ea943fdbe7eb	I think I have ADD/ADHD but I can't seem to get any help from a physician. I'm 21 and need advice to get help?	I want to go to the Startup Grind Global Conference, is there any kind of economic help or something? I'm not from the States, but I think is a great opportunity for getting into the startup world.	0.0
145153 572272bd-059c-41d5-8ea6-c4a296a8502b	How do I root my android 306sh?	How do I root my android to do everything?	0.0
325034 d756bbe5-bc22-493c-b9fe-055060a79968	What's it like to be a Snapchat Influencer?	What is Snapchat?	0.0
12244 1fa5baff-1ddb-4e02-af6c-0ba68a938d9c	What is the average package in IIT?	What is the average packages for IITs?	0.0
41985 98b9e1f9-c370-49cf-a860-15e859f710b8	Which lanyards provider provides custom lanyards in Australia?	I need one which provides fast speed and a reliable customer support. Which are the best internet providers in Hyderabad?	0.0
278543 8488a7a7-6b52-4932-a0cb-8597d2ef6ffa	Is it possible for a deaf person to find a hearing spouse?	What does a deaf person hear?	0.0
130018 514ca06e-e077-4729-9d53-11ebc8ecbdfb	How can one become extra ordinary?	How do we become extra ordinary?	1.0
258244 d2567fa2-6637-45a2-8199-59a9b0f21d86	What is your biggest regret or mistake?	What’s your biggest regret in life?	1.0
295190 0e58bdde-6bd9-4d3b-a423-055d4d17eea2	Who will break Messi & Cristiano's FIFA Ballon d'Or dominance?	How many more Ballon d'Or trophies will Cristiano Ronaldo win from now on?	0.0
330629 6469e519-a1ba-4ff2-b35e-d6bf9806d643	Why do people find it easier to stage simple questions on Quora rather than spending a few minutes on the Internet to find straight answers?	Do people post questions in Quora just so that they can skip searching in Google for a few minutes?	1.0
73591 c3307635-5570-4e8e-93ac-375e2f727dea	How do I get an internship at Cisco Systems, Inc. in India?	I want to do a 6-month internship in a networking company like Cisco, Arista, Tejas, Juniper, etc. Which company offers a 6-month internship in India?	0.0
167156 4afe4e27-6336-4b44-98bb-f02c8f76a773	What is American revolution?	What is the American Revolution?	1.0
246227 582e79b7-8e33-462b-957b-2e99a088c89c	Which are the best gear bicycles in India under 10000?	What are the best 10 bicycles in India under the range of Rs. 10,000?	1.0
311466 e6c5de94-a9ac-4b2a-bb6e-5da86f2c1ad6	Does Kate (Goldsmith) Middleton's Jewish heritage make her future offspring (heirs to the UK monarchy) Jewish?	Is Tom Hanks Jewish?	0.0
283906 f61e2097-efd1-49e0-a896-e502ad9f7eb5	What all diseases are cured by stem cells?	What diseases can be cured with stem cells?	1.0
151950 0525caf5-3f1e-4a28-9ca2-e0ef75fa994f	I have watched Dexter and Breaking Bad what should I watch now if I like crime shows about the criminal?	I have seen Prison Break, Dexter, Sherlock, Breaking Bad, Suits, White Collar, Game of Thrones, Arrow and Flash. Which TV series should I start watching next?	0.0
92588 1576f636-0652-452a-a151-5a53827ab7e4	What are the best hotels in Dubai?	Which is the best hotel in dubai?	1.0
110173 f492d113-f409-44f8-8a3b-f6383ba562a3	Did Mark Zuckerberg take adderall?	Should I take Adderall to study?	0.0
276182 2e2b12ae-11c5-4be4-a1b4-37b85492bb06	Does anyone take the The Church of the SubGenius, a satire, seriously?	Is Alex Jones a satirical show?	0.0
202307 3e48651f-8c6e-4f6f-861f-aa30c1dfd307	How do you get absinthe in the U.S.?	Is it possible to buy absinthe in the U.S.?	1.0
319047 da7dce85-084b-4f86-bf1b-f5b5d15ac520	How many languages you can speak and what they are?	How many and what are the languages you can speak?	1.0
278788 0b7820f3-972f-4b46-b6cb-351383b7de98	Can I transfer Modern Combat 5 game progress from Windows 8.1 to Android?	How long does it take to upgrade from Windows 8.1 to Windows 10?	0.0
328669 d6e83f73-b8a8-4208-8eb5-2213ca63c989	How do you look up license plate numbers?	What is the best way to find a car's VIN by using the license plate number?	0.0
335017 45d67380-64a1-4056-a367-cae8994f9c91	Is there any question that Google can't answer?	What's the question that Google cannot answer?	1.0
321875 c748b3d0-007b-4722-8686-83fadb786ef4	What will happen if I cancel TQWL tickets before the charting is done?	What is TQWL in IRCTC wait list?	0.0
108492 51e295c3-b6f9-445f-84a7-759635489ba6	Does the neutrino have zero mass?	Are neutrinos massive?	0.0
265153 fd737d74-bc41-46fa-b08e-f50ceabe9734	What is the best thing you ever bought?	What is the best thing that you have ever bought?	1.0
127861 14c5a532-da0d-442b-b974-96237867d24a	What are the best places to visit on a 3-day trip in and around Kerala?	Which are the top ten tourist places in Kerala?	1.0
125153 41dfe25f-1b6d-4cea-804e-e49b45f64ce9	What are other question-asking websites like Quora?	Are there any website like Quora?	1.0
51108 81952528-e492-4f5d-92ae-36b415acd2bb	What is packers and movers?	What is the meaning of packers and movers?	1.0
216296 729ed3dd-449a-4a4a-b819-98c05317e54f	What is the probability of an exact tie in a race?	Can someone with a Bachelor degree in Mathematics be a physicist later?	0.0
164423 a570bbfe-4a98-4697-9e3a-06a13757c6e7	How do I know whether a person is lying?	What are some tips to know when someone is lying?	1.0
94519 eba2058e-e04a-4f6d-b92f-9e8ef2c01130	Which is a suitable inpatient drug and alcohol rehab center in Dixie County FL?	Which is a suitable inpatient drug and alcohol rehab center in Bay County FL?	0.0
173876 1ec2b3a0-9a0a-48ef-9cdc-a8e8330d3389	How do l see who viewed my videos on Instagram?	Will an individual profile's separate views count on instagram videos?	0.0
241488 1bddedf2-cf9e-4a1d-868e-3a5168db8a63	What is the best laptop to buy around 70,000 with all specs?	What is the best laptop to buy around 100000?	0.0
25549 1203f79b-c759-4f59-bb6b-2f094d2dc0ca	After joining to a new company, I lost all my hopes in work. Third time is happening to me?	When do I teleport into top lane vs walking?	0.0
297685 544bf9b2-77f0-4363-861b-1815ec70522f	I'm overweight. How can I begin to lose weight?	How can I lose an extreme amount of weight?	1.0
42338 3b68e229-82c0-4ebe-b7d8-1923629f1623	What are the best photos you've taken using a smartphone?	What are some of the best pictures taken with a phone camera?	1.0
120586 d47db530-1d48-4195-a33b-f66b0641ec34	Which are some of the most famous astrologers in India?	Who is famous astrologer in India?	1.0
100618 403a4f64-7426-4744-ac1a-b28ff2b873ea	I'm a cheating scumbag and my boyfriend has repeatedly forgiven me. Should I leave him?	A few weeks before my marriage my boyfriend has been fired because of fraudulent behaviors. (heavy shoplifting) Now I can not trust him anymore, I'm feeling like he cheated on me and I kicked him out from my house. Am I overreacting? I'm feeling desperate without him.	0.0
271370 c28f9d97-858e-4a7f-a423-a9ea6becf0d5	Who is better Trump or Clinton?	Who will be the better president trump or Clinton?	1.0
402148 0675b5e5-35cf-45ed-bdd0-5430bfb74ea8	I never signed up for this Quora account. How do I delete this account?	Can’t delete my Quora account, what should I do?	1.0
72300 56d6dc38-0906-42ba-918b-e7b64f24138e	What is atavism?	Sometimes, tail appears in Human Beings. Why?	0.0
76940 93d9ce91-922d-4bbc-99c5-eadf6f8542a3	What does it mean if you commit suicide in a dream?	What do repetitive dreams mean?	0.0
348315 01b5f73d-0dfe-4e89-bfd0-c6697692759f	What are the benefits of aloe vera for skin?	What are the benefits of aloe vera?	0.0
196147 204f9db3-caa8-4477-b917-89cbfa2d396c	How do I write math in Quora?	How do you use LaTeX mathematical notation for formulae on Quora?	0.0
70096 0f95a28a-8d5d-4bfc-9354-3614d5e0a93a	What are some things new employees should know going into their first day at Access National?	What are some things new employees should know going into their first day at Cubic?	0.0
233073 f799fdf7-3e2a-45ed-8936-c1bc896bf536	Breaking news is the best platform for every industry?	Can I install vmware on intel i3-2328M?	0.0
309930 8e777010-0f78-4505-b978-c6dc1c826ab1	Which book is most useful for studying quantum mechanics?	Which book will be more prefer to study quantum mechanics?	1.0
26857 5cbf01c6-aa3a-40bc-a8dc-5ef8902a73a7	Can pure lemon juice kill bacteria?	What is the point of rubbing lime/lemon juice on meats before cooking them? Does it have any tenderizing effect or is it some old-age-bacteria-killing technique?	0.0
229297 edfddf1e-0bec-428d-9805-a6790c03dc8d	What are your 2017 resolutions and why?	What's your New Year resolutions for 2017 and what will you do to accomplish your goal?	1.0
362582 323c71d9-5e54-414e-8102-373286081566	What are the differences between a software engineer working in Paris vs. the Bay Area in terms of overall post-tax-compensation, job security, and development opportunities?	Should I take a software engineer job at a new startup in the Bay Area or one at Amazon in Seattle?	0.0
245285 5c24f327-c612-4fa5-bd21-be1a3bf556ad	Why doesn’t the TNI place a headquarters for a battalion of special forces such as Kostrad or Kopassus or other elite forces? Won’t this help control separatist movements in remote parts of the country?	Why are the members of the TNI killing native Papuans?	0.0
312902 96a40c49-2b65-447c-8713-45a9a203979d	"What is a good summary for the poem ""Fire and Ice""?"	"What is the meaning of the poem ""Fire and Ice""?"	1.0
126316 2a5f76e2-f9dc-4fa1-9378-415f6f38b408	Why are people so obsessed with money?	Why are people greedy for money?	1.0
289568 39b99c7e-2743-4616-9090-fde657d1ec08	What is the history of Janjua Rajputs?	What is the history of the Tanvar Rajputs?	0.0
334722 e8c9cf5a-01f6-4783-b565-078cda453db0	Instead of Nehru, if Vallabhai Patel was the first PM for India, would have India been called as a developed, super powered country? Isn't it true?	Instead of Nehru, if Vallabhai Patel was the first PM for India, would have India's state?	1.0
115443 32f6ec49-1123-48ac-aafb-ef43297d40a9	Do you think there is life on Mars?	Is there life on Mars?	0.0
134787 f53ece18-d1d7-4ff2-9ff3-1326b6832bc8	If you had the power to read other peoples' minds, would you use it? On who?	If you have an ability to read other peoples mind would you use it or not?	1.0
337242 a65c8b8d-04ed-4c6d-bbd9-c99ba5ad2237	I can only hide messages on Instagram, how do I delete them?	If I send a message on Instagram and I hide it and not delete it, how can I know if the person opened it? Will it reappear in my box?	0.0
402486 2c6c91b8-2548-409c-86cf-b7217ce07dd2	What are some ways to let go of resentment?	How do you let go of resentment?	1.0
132567 ba81d02f-51c0-4322-9e57-8b6de7b30066	What are dimension work?	What dimensions are these?	0.0
162821 26877d7a-016f-4c5f-8efa-b413cc679f3b	Which one is better to buy, Xbox or PlayStation and why?	Which is better: Xbox or Playstation? Why?	1.0
162366 c6fc53ab-a1f2-46ef-988c-cf598d341398	What is your to-read list?	What's a reading list?	0.0
210822 49e649ec-14c3-4b56-bc32-48fd6201daec	Did Donald Trump inherit a lot of money and then increase his net worth at an unremarkable rate?	Is Donald Trump losing a lot of money due to his somehow radical views?	0.0
218006 edc3ac19-28f0-4bca-b065-108d21fe7d85	If you had 30 minutes to have a conversation with Mr. Pence, what would you tell him?	How do I buy Bulk restoration hardware chairs?	0.0
186187 eb349ed4-b91e-4464-b8f7-5aaf3b9778ec	Is it possible to tell if someone has ignored your Facebook friend request?	What is your review of Facebook Friend Requests?	0.0
382998 ebefc7f9-d02f-45b4-bc7f-c19346c9d58c	Which is a suitable inpatient drug and alcohol rehab center near Warren County IL?	Which is a suitable inpatient drug and alcohol rehab center near Fulton County IL?	0.0
118558 ea57a7ce-d109-4729-acfc-f6a724fc610c	NSIT Delhi related news?	Hypothetical Scenario: What if the canons of both Harry Potter (book series) and Percy Jackson (book series) were true?	0.0
175901 21828a10-507e-4153-8f3f-6c8e3e4bbeb4	What is the best question you've ever been asked and what was you answer?	What is the best question anyone has ever asked you? How did you answer?	1.0
85425 10753d99-6732-4f8b-950d-fb23f43cbb2d	Which are the best men's colognes to attract women?	What makes a man attractive to women?	0.0
178150 d6302181-dd03-4e37-9519-5fa2d1322760	How hard are the SAT subject tests?	What are SAT Subject tests?	0.0
310048 bdc54ca5-aba6-4306-be89-d91cb0e4b8ec	Which is the best online grocery store in Pune?	Which is the best online grocery shopping website in Pune?	1.0
369316 9bd5fd17-d785-48b6-abcc-fd3f1c8ada59	What is the QuickBooks support phone number?	Which is the best QuickBooks Tech Support Number in Las Vegas?	1.0
5842 0b05862a-c015-4a24-9ee5-467cc04f861b	What are the top 10 Marathi movies of all time?	What are the top 10 horror movies of all time?	0.0
306588 504b3574-3293-43ae-a7c6-f880d4da8a12	Why should we celebrate birthdays?	Why should one celebrate birthdays?	1.0
72575 96ab18f7-d03f-4db6-99a5-f80f9befea37	Who is the greatest enemy of mankind?	Who or what is the greatest enemy of mankind?	1.0
233499 b0d883ef-1d96-45ba-8872-c1f7c4a3ee30	Do I need a good command of English to crack UPSC?	How did Rachit Raj even clear civil services exam?	0.0
141692 da206d9d-b31b-4693-a3f3-6b7264c9cdb5	What are good gifts for a foreign visitor to bring when they're invited to someone's home in Republic of Macedonia for the first time?	What are good gifts for a foreign visitor to bring when they're invited to someone's home in Vietnam for the first time?	0.0
4261 c893c5b8-a01d-4621-809d-1c9f3dc364f4	Which one is basic feature of prokaryotic cell?	What is the earliest mobile phone which would still work on one of today's cell networks?	0.0
362042 5bf18517-0f42-4671-b0c9-68fc7771c655	What navy officers do on ships in free time?	What navy officers do on free time?	1.0
301762 b19431cf-dfba-4e77-a58a-ad4e38ad0698	What material should we use to minimize the painting requirements across the building?	What low cost Material Requirements Planning Software should small Startups use to build and plan a prototype and production of a consumer product?	0.0
51718 2aea2b4a-fa1c-4344-9c0e-687f2357ace5	Why I couldn't find files in SD card while it shows memory in use?	Why does android app get stored in my phone memory? Though I have lots of memory in sd card?	0.0
152850 900c9069-608f-4039-aa5a-519ecebcdd32	How do you set up an investment portfolio?	What is a good way to set up an investment portfolio?	1.0
